User Category,Month,User cost center name,Billing code - description,B/W print (A4),B/W copy (A4),Color print (A4),Color copy (A4),One Color print (A4),One Color copy (A4),One Color print (A3),One Color copy (A3),Local B/W print (A4),Local color print (A4),B/W print (A3),B/W copy (A3),Color print (A3),Color copy (A3),Local copy (A4),B/W A3,Color A3,B/W A4,Color A/4,B/W pages,Color pages,Total
Student,October 2022,student,degree,10,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,305,10,305,315
Student,October 2022,student,degree,291,0,16,0,0,0,0,0,0,0,0,6,0,0,0,6,0,291,16,297,16,313
Student,October 2022,student,degree,63,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,246,63,246,309
Faculty & Researcher,October 2022,affiliate,faculty,304,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,306,2,307,2,309
Staff,October 2022,affiliate,administrator,0,0,137,0,0,0,0,0,0,0,0,0,170,0,0,0,170,0,137,0,307,307
Others,October 2022,affiliate,--Unknown billing code--,98,3,165,40,0,0,0,0,0,0,0,0,0,0,0,0,0,101,205,101,205,306
Staff,October 2022,affiliate,administrator,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,306,0,306
Student,October 2022,student,degree,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,303,0,303
Staff,October 2022,affiliate,contractor,146,110,43,0,0,0,0,0,0,0,0,0,4,0,0,0,4,256,43,256,47,303
Staff,October 2022,affiliate,administrator,217,0,43,0,0,0,0,0,0,0,17,0,20,0,0,17,20,217,43,234,63,297
Faculty & Researcher,October 2022,affiliate,faculty,241,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,55,241,55,296
Faculty & Researcher,October 2022,affiliate,faculty,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,296,0,296
Staff,October 2022,affiliate,ad_contingent,54,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,239,54,239,293
Others,October 2022,student,--Unknown billing code--,262,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,293,0,293
Others,October 2022,affiliate,employee_family_member,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,290,0,290
Staff,October 2022,affiliate,contractor,32,43,0,208,0,0,0,0,0,0,1,0,3,1,0,1,4,75,208,76,212,288
Staff,October 2022,affiliate,contractor,0,32,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,32,256,32,256,288
Faculty & Researcher,October 2022,affiliate,faculty,111,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,176,111,176,287
Faculty & Researcher,October 2022,affiliate,researcher,280,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,7,280,7,287
Faculty & Researcher,October 2022,affiliate,researcher,43,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,242,43,242,285
Faculty & Researcher,October 2022,affiliate,adjunct faculty,280,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,284,0,284
Faculty & Researcher,October 2022,affiliate,faculty,148,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,136,148,136,284
Faculty & Researcher,October 2022,affiliate,faculty,259,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,22,259,22,281
Student,October 2022,student,degree,278,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,2,278,2,280
Faculty & Researcher,October 2022,affiliate,faculty,184,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,96,184,96,280
Faculty & Researcher,October 2022,affiliate,researcher,57,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,223,57,223,280
Faculty & Researcher,October 2022,affiliate,faculty,194,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,85,194,85,279
Student,October 2022,student,degree,92,0,183,0,0,0,0,0,0,0,0,0,4,0,0,0,4,92,183,92,187,279
Faculty & Researcher,October 2022,affiliate,faculty,249,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,30,249,30,279
Student,October 2022,student,degree,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,278,278
Others,October 2022,affiliate,--Unknown billing code--,261,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,1,277,1,278
Faculty & Researcher,October 2022,affiliate,faculty,111,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,166,111,166,277
Student,October 2022,student,degree,2,1,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,274,3,274,277
Student,October 2022,affiliate,degree,241,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,36,241,36,277
Student,October 2022,student,degree,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,277,0,277
Faculty & Researcher,October 2022,affiliate,faculty,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,277,0,277
Student,October 2022,student,degree,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,276,0,276
Staff,October 2022,affiliate,contractor,0,40,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,40,235,40,235,275
Others,October 2022,student,--Unknown billing code--,255,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,20,255,20,275
Others,October 2022,affiliate,employee_family_member,24,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,250,24,250,274
Staff,October 2022,affiliate,contractor,6,235,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,241,32,241,32,273
Staff,October 2022,affiliate,contractor,144,14,45,68,0,0,0,0,0,0,0,0,0,0,0,0,0,158,113,158,113,271
Others,October 2022,student,--Unknown billing code--,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,269,0,269
Faculty & Researcher,October 2022,affiliate,research_affiliate,93,21,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,153,114,153,267
Faculty & Researcher,October 2022,affiliate,faculty,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,267,0,267
Staff,October 2022,affiliate,contractor,4,151,0,106,0,0,0,0,0,0,0,0,4,1,0,0,5,155,106,155,111,266
Staff,October 2022,affiliate,administrator,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,266,0,266
Faculty & Researcher,October 2022,affiliate,researcher,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,266,0,266
Student,October 2022,student,degree,155,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,111,155,111,266
Faculty & Researcher,October 2022,affiliate,faculty,200,0,4,0,0,0,0,0,0,0,15,0,46,0,0,15,46,200,4,215,50,265
Others,October 2022,affiliate,employee_family_member,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,264,0,264
Faculty & Researcher,October 2022,affiliate,researcher,238,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,22,241,22,263
Student,October 2022,student,degree,201,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,62,201,62,263
Faculty & Researcher,October 2022,affiliate,faculty,235,0,25,0,0,0,0,0,0,0,0,0,2,0,0,0,2,235,25,235,27,262
Faculty & Researcher,October 2022,affiliate,researcher,56,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,205,56,205,261
Staff,October 2022,affiliate,contractor,21,2,158,60,0,0,0,0,0,0,0,0,18,0,0,0,18,23,218,23,236,259
Staff,October 2022,affiliate,contractor,0,70,0,183,0,0,0,0,0,0,2,0,2,2,0,2,4,70,183,72,187,259
Student,October 2022,student,degree,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,258,0,258
Faculty & Researcher,October 2022,affiliate,researcher,29,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,228,29,228,257
Staff,October 2022,affiliate,administrator,53,0,203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,204,53,204,257
Student,October 2022,student,degree,39,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,218,39,218,257
Faculty & Researcher,October 2022,affiliate,faculty,85,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,172,85,172,257
Student,October 2022,student,degree,57,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,199,57,199,256
Staff,October 2022,affiliate,contractor,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,256,256
Faculty & Researcher,October 2022,affiliate,researcher,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,255,0,255
Staff,October 2022,affiliate,contractor,137,3,79,1,0,0,0,0,0,0,0,8,20,6,0,8,26,140,80,148,106,254
Student,October 2022,student,degree,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,253,0,253
Others,October 2022,affiliate,--Unknown billing code--,15,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,238,15,238,253
Others,October 2022,student,--Unknown billing code--,44,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,209,44,209,253
Student,October 2022,student,degree,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,253,0,253
Faculty & Researcher,October 2022,affiliate,faculty,45,0,132,75,0,0,0,0,0,0,0,0,0,0,0,0,0,45,207,45,207,252
Staff,October 2022,affiliate,contractor,197,18,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,215,36,215,36,251
Staff,October 2022,affiliate,administrator,4,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,247,4,247,251
Staff,October 2022,affiliate,administrator,48,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,202,48,202,250
Faculty & Researcher,October 2022,affiliate,faculty,96,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,153,96,153,249
Student,October 2022,student,degree,13,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,236,13,236,249
Staff,October 2022,affiliate,administrator,51,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,198,51,198,249
Faculty & Researcher,October 2022,affiliate,faculty,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,248,0,248
Faculty & Researcher,October 2022,affiliate,researcher,81,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,167,81,167,248
Student,October 2022,student,degree,64,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,184,64,184,248
Others,October 2022,affiliate,--Unknown billing code--,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,246,0,246
Faculty & Researcher,October 2022,affiliate,faculty,185,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,246,0,246
Student,October 2022,student,degree,188,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,56,188,56,244
Student,October 2022,student,degree,233,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,11,233,11,244
Others,October 2022,student,--Unknown billing code--,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,243,0,243
Staff,October 2022,affiliate,contractor,31,208,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,239,1,239,4,243
Faculty & Researcher,October 2022,affiliate,faculty,232,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,11,232,11,243
Staff,October 2022,affiliate,contractor,60,18,154,0,0,0,0,0,0,0,0,0,10,0,0,0,10,78,154,78,164,242
Staff,October 2022,affiliate,contractor,189,11,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,200,42,200,42,242
Faculty & Researcher,October 2022,affiliate,faculty,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,242,0,242
Student,October 2022,student,degree,201,0,38,0,0,0,0,0,0,0,0,0,0,2,0,0,2,201,38,201,40,241
Staff,October 2022,affiliate,contractor,0,60,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,60,180,60,180,240
Student,October 2022,student,degree,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,239,0,239
Faculty & Researcher,October 2022,affiliate,researcher,16,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,223,16,223,239
Faculty & Researcher,October 2022,affiliate,faculty,236,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1,236,1,237
Faculty & Researcher,October 2022,affiliate,researcher,215,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,22,215,22,237
Faculty & Researcher,October 2022,affiliate,faculty,165,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,49,187,49,236
Others,October 2022,student,--Unknown billing code--,90,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,146,90,146,236
Others,October 2022,affiliate,--Unknown billing code--,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,235,0,235
Others,October 2022,student,--Unknown billing code--,134,10,55,0,0,0,0,0,0,0,25,1,10,0,0,26,10,144,55,170,65,235
Faculty & Researcher,October 2022,affiliate,faculty,231,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,4,231,4,235
Faculty & Researcher,October 2022,affiliate,faculty,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,235,0,235
Faculty & Researcher,October 2022,affiliate,faculty,211,0,1,0,0,0,0,0,0,0,22,0,0,0,0,22,0,211,1,233,1,234
Staff,October 2022,affiliate,administrator,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,234,0,234
Faculty & Researcher,October 2022,affiliate,researcher,229,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,229,5,229,5,234
Others,October 2022,affiliate,employee_family_member,197,0,0,1,0,0,0,0,0,0,36,0,0,0,0,36,0,197,1,233,1,234
Student,October 2022,student,degree,182,3,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,185,48,185,48,233
Faculty & Researcher,October 2022,affiliate,researcher,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,232,0,232
Student,October 2022,student,degree,66,0,137,0,0,0,0,0,0,0,28,0,0,0,0,28,0,66,137,94,137,231
Faculty & Researcher,October 2022,affiliate,researcher,227,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,227,0,231,0,231
Staff,October 2022,affiliate,contractor,0,0,0,229,0,0,0,0,0,0,0,0,0,1,0,0,1,0,229,0,230,230
Staff,October 2022,affiliate,administrator,22,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,208,22,208,230
Staff,October 2022,affiliate,administrator,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,229,0,229
Staff,October 2022,affiliate,contractor,0,0,220,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,228,228
Staff,October 2022,affiliate,ad_contingent,38,88,83,9,0,0,0,0,0,0,0,0,10,0,0,0,10,126,92,126,102,228
Student,October 2022,student,degree,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,228,0,228
Staff,October 2022,affiliate,contractor,48,32,98,48,0,0,0,0,0,0,0,0,2,0,0,0,2,80,146,80,148,228
Student,October 2022,student,degree,42,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,185,42,185,227
Staff,October 2022,affiliate,contractor,42,2,163,6,0,0,0,0,0,0,0,0,14,0,0,0,14,44,169,44,183,227
Student,October 2022,student,degree,226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,1,226,1,227
Faculty & Researcher,October 2022,affiliate,faculty,45,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,45,180,45,180,225
Student,October 2022,student,degree,111,1,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,113,112,113,225
Staff,October 2022,affiliate,ad_contingent,16,5,102,87,0,0,0,0,0,0,14,0,0,0,0,14,0,21,189,35,189,224
Student,October 2022,student,legacy_student,214,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,10,214,10,224
Faculty & Researcher,October 2022,affiliate,faculty,220,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,3,220,3,223
Student,October 2022,student,degree,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,223,0,223
Staff,October 2022,affiliate,administrator,80,1,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,141,81,141,222
Faculty & Researcher,October 2022,affiliate,faculty,95,124,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,219,3,219,3,222
Others,October 2022,student,--Unknown billing code--,206,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,206,0,222,0,222
Student,October 2022,student,degree,55,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,166,55,166,221
Faculty & Researcher,October 2022,affiliate,researcher,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,219,0,219
Faculty & Researcher,October 2022,affiliate,faculty,59,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,159,59,159,218
Student,October 2022,student,degree,78,0,132,8,0,0,0,0,0,0,0,0,0,0,0,0,0,78,140,78,140,218
Others,October 2022,student,--Unknown billing code--,213,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,5,213,5,218
Student,October 2022,student,degree,185,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,33,185,33,218
Student,October 2022,student,student on leave,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,217,0,217
Others,October 2022,student,--Unknown billing code--,209,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,8,209,8,217
Faculty & Researcher,October 2022,affiliate,faculty,113,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,104,113,104,217
Staff,October 2022,affiliate,contractor,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,216,0,216
Faculty & Researcher,October 2022,affiliate,faculty,212,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,4,212,4,216
Staff,October 2022,affiliate,administrator,208,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,208,8,208,8,216
Staff,October 2022,affiliate,contractor,206,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,206,9,207,9,216
Staff,October 2022,affiliate,contractor,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,215,215
Faculty & Researcher,October 2022,affiliate,researcher,71,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,143,71,143,214
Student,October 2022,student,degree,11,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,203,11,203,214
Student,October 2022,student,degree,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,213,0,213
Faculty & Researcher,October 2022,affiliate,faculty,210,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,3,210,3,213
Faculty & Researcher,October 2022,affiliate,researcher,193,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,20,193,20,213
Student,October 2022,student,degree,112,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,100,112,100,212
Student,October 2022,student,degree,168,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,41,171,41,212
Student,October 2022,student,degree,205,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,205,7,205,7,212
Staff,October 2022,affiliate,contractor,0,70,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,70,141,70,141,211
Faculty & Researcher,October 2022,affiliate,researcher,153,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,56,153,56,209
Student,October 2022,student,degree,24,0,178,0,0,0,0,0,0,0,0,0,7,0,0,0,7,24,178,24,185,209
Student,October 2022,student,degree,77,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,131,77,131,208
Staff,October 2022,affiliate,administrator,142,3,54,3,0,0,0,0,0,0,0,0,6,0,0,0,6,145,57,145,63,208
Staff,October 2022,affiliate,contractor,62,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,146,62,146,208
Others,October 2022,student,--Unknown billing code--,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,207,0,207
Student,October 2022,student,degree,186,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,21,186,21,207
Student,October 2022,student,degree,83,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,123,83,123,206
Staff,October 2022,affiliate,contractor,0,2,0,200,0,0,0,0,0,0,0,0,0,4,0,0,4,2,200,2,204,206
Staff,October 2022,affiliate,contractor,10,0,30,157,0,0,0,0,0,0,0,0,0,6,0,0,6,10,187,10,193,203
Staff,October 2022,affiliate,administrator,177,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,26,177,26,203
Others,October 2022,affiliate,--Unknown billing code--,31,3,16,153,0,0,0,0,0,0,0,0,0,0,0,0,0,34,169,34,169,203
Others,October 2022,student,--Unknown billing code--,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,203,0,203
Faculty & Researcher,October 2022,affiliate,researcher,127,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,75,127,75,202
Staff,October 2022,affiliate,ad_contingent,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,202,0,202
Staff,October 2022,affiliate,administrator,196,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,6,196,6,202
Staff,October 2022,affiliate,contractor,0,14,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,14,188,14,188,202
Student,October 2022,student,degree,43,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,159,43,159,202
Faculty & Researcher,October 2022,affiliate,faculty,163,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,163,38,163,38,201
Others,October 2022,affiliate,employee_family_member,112,14,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,75,126,75,201
Staff,October 2022,affiliate,contractor,11,4,68,118,0,0,0,0,0,0,0,0,0,0,0,0,0,15,186,15,186,201
Faculty & Researcher,October 2022,affiliate,faculty,197,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,197,2,197,3,200
Staff,October 2022,affiliate,ad_employee_of_vendor,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,200,0,200
Staff,October 2022,affiliate,administrator,134,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,65,134,65,199
Student,October 2022,student,degree,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,199,199
Student,October 2022,student,degree,111,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,88,111,88,199
Faculty & Researcher,October 2022,affiliate,faculty,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,198,0,198
Student,October 2022,affiliate,degree,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,198,0,198
Staff,October 2022,affiliate,administrator,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,198,0,198
Staff,October 2022,affiliate,security_staff,59,0,117,21,0,0,0,0,0,0,0,0,0,0,0,0,0,59,138,59,138,197
Others,October 2022,student,--Unknown billing code--,195,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,197,0,197
Student,October 2022,student,degree,12,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,184,12,184,196
Faculty & Researcher,October 2022,affiliate,researcher,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,196,0,196
Student,October 2022,student,degree,35,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,160,35,160,195
Faculty & Researcher,October 2022,affiliate,researcher,89,9,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,97,98,97,195
Student,October 2022,student,degree,143,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,52,143,52,195
Staff,October 2022,affiliate,contractor,0,59,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,59,135,59,135,194
Faculty & Researcher,October 2022,affiliate,faculty,160,22,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,182,12,182,12,194
Staff,October 2022,affiliate,contractor,0,4,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,4,190,4,190,194
Student,October 2022,student,degree,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,194,0,194
Faculty & Researcher,October 2022,affiliate,researcher,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,193,0,193
Staff,October 2022,affiliate,contractor,1,71,5,115,0,0,0,0,0,0,0,0,0,0,0,0,0,72,120,72,120,192
Others,October 2022,student,--Unknown billing code--,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,192,0,192
Student,October 2022,student,degree,90,0,100,0,0,0,0,0,0,0,0,0,2,0,0,0,2,90,100,90,102,192
Student,October 2022,student,degree,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,192,0,192
Student,October 2022,student,degree,45,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,147,45,147,192
Student,October 2022,student,degree,184,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,6,184,6,190
Student,October 2022,student,degree,0,0,181,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,181,9,181,190
Student,October 2022,student,degree,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,190,0,190
Staff,October 2022,affiliate,administrator,0,0,9,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,189,189
Staff,October 2022,affiliate,contractor,0,55,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,55,134,55,134,189
Staff,October 2022,affiliate,contractor,29,12,34,113,0,0,0,0,0,0,0,0,0,1,0,0,1,41,147,41,148,189
Student,October 2022,student,degree,22,0,164,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,166,22,166,188
Others,October 2022,affiliate,--Unknown billing code--,30,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,158,30,158,188
Faculty & Researcher,October 2022,student,researcher,166,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,22,166,22,188
Faculty & Researcher,October 2022,affiliate,faculty,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,188,0,188
Others,October 2022,student,--Unknown billing code--,47,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,140,47,140,187
Staff,October 2022,affiliate,contractor,107,16,7,57,0,0,0,0,0,0,0,0,0,0,0,0,0,123,64,123,64,187
Faculty & Researcher,October 2022,affiliate,adjunct faculty,106,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,80,106,80,186
Faculty & Researcher,October 2022,affiliate,faculty,56,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,129,56,129,185
Staff,October 2022,affiliate,contractor,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,184,184
Student,October 2022,student,degree,85,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,99,85,99,184
Staff,October 2022,affiliate,contractor,36,31,83,20,0,0,0,0,0,0,1,8,3,1,0,9,4,67,103,76,107,183
Student,October 2022,student,degree,165,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,18,165,18,183
Staff,October 2022,affiliate,administrator,29,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,154,29,154,183
Student,October 2022,student,degree,182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,1,182,1,183
Staff,October 2022,affiliate,contractor,8,0,143,23,0,0,0,0,0,0,1,0,7,0,0,1,7,8,166,9,173,182
